Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2
JAGUAR,F-PACE 25t,SUV - SMALL,2,4,AS8,Z,10.7,8.8,9.9,29,227
JAGUAR,F-PACE 35t,SUV - SMALL,3,6,AS8,Z,13.3,10,11.8,24,277
JAGUAR,F-TYPE Convertible,TWO-SEATER,2,4,AS8,Z,10.2,7.8,9.2,31,215
JAGUAR,F-TYPE Convertible,TWO-SEATER,3,6,AS8,Z,11.9,8.5,10.4,27,242
JAGUAR,F-TYPE Convertible,TWO-SEATER,3,6,M6,Z,14.9,9.8,12.6,22,296
JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253
JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3,6,M6,Z,15.3,10,12.9,22,302
JAGUAR,F-TYPE Convertible R-Dynamic AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,25,265
JAGUAR,F-TYPE Coupe,TWO-SEATER,2,4,AS8,Z,10.2,7.8,9.2,31,215
JAGUAR,F-TYPE Coupe,TWO-SEATER,3,6,AS8,Z,11.9,8.5,10.4,27,242
JAGUAR,F-TYPE Coupe,TWO-SEATER,3,6,M6,Z,14.9,9.8,12.6,22,296
JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3,6,AS8,Z,12.4,8.8,10.8,26,253
JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3,6,M6,Z,15.3,10,12.9,22,302
JAGUAR,F-TYPE Coupe R-Dynamic AWD,TWO-SEATER,3,6,AS8,Z,13,9.2,11.3,25,265
JAGUAR,F-TYPE R AWD Convertible,TWO-SEATER,5,8,AS8,Z,15.6,10.4,13.3,21,311
JAGUAR,F-TYPE R AWD Coupe,TWO-SEATER,5,8,AS8,Z,15.6,10.4,13.3,21,311
JAGUAR,XE 20d AWD,COMPACT,2,4,AS8,D,7.8,5.8,6.9,41,186
JAGUAR,XE 25t AWD,COMPACT,2,4,AS8,Z,9.8,6.9,8.5,33,200
JAGUAR,XE 35t AWD,COMPACT,3,6,AS8,Z,11.8,8.2,10.2,28,238
JAGUAR,XF 20d AWD,MID-SIZE,2,4,AS8,D,7.8,5.8,6.9,41,186
JAGUAR,XF 25t AWD,MID-SIZE,2,4,AS8,Z,10.1,7.2,8.8,32,207
JAGUAR,XF 35t AWD,MID-SIZE,3,6,AS8,Z,12,8.4,10.4,27,243
JAGUAR,XJ R-Sport AWD,FULL-SIZE,3,6,AS8,Z,14,9,11.8,24,276
JAGUAR,XJL Portfolio AWD,FULL-SIZE,3,6,AS8,Z,14,9.4,11.9,24,280
JAGUAR,XJR LWB,FULL-SIZE,5,8,AS8,Z,15.8,10.3,13.3,21,313
JEEP,Cherokee,SUV - SMALL,2,4,A9,X,10.4,7.6,9.1,31,214
JEEP,Cherokee,SUV - SMALL,2.4,4,A9,X,10.8,7.6,9.3,30,219
JEEP,Cherokee,SUV - SMALL,3.2,6,A9,X,11.9,8.2,10.2,28,240
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2,4,A9,X,11.2,8,9.8,29,229
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,2.4,4,A9,X,11.2,8,9.8,29,230
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,3.2,6,A9,X,12.2,8.6,10.6,27,249
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,2,4,A9,X,11.5,8.6,10.2,28,240
JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,3.2,6,A9,X,12.8,9,11.1,25,259
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,2,4,A9,X,11.8,9.2,10.6,27,249
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,3.2,6,A9,X,12.9,9.9,11.6,24,269
JEEP,Compass,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218
JEEP,Compass,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9,31,211
JEEP,Compass 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
JEEP,Compass 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221
JEEP,Grand Cherokee 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
JEEP,Grand Cherokee 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331
JEEP,Grand Cherokee 4X4 EcoDiesel,SUV - STANDARD,3,6,A8,D,11.2,8.5,10,28,268
JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
JEEP,Grand Cherokee 4X4 Trackhawk,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413
JEEP,Renegade,SUV - SMALL,1.3,4,A9,X,9.8,7.4,8.7,32,204
JEEP,Renegade,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222
JEEP,Renegade 4X4,SUV - SMALL,1.3,4,A9,X,10.1,8.1,9.2,31,216
JEEP,Renegade 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230
JEEP,Renegade 4X4 Trailhawk,SUV - SMALL,1.3,4,A9,X,10.8,8.7,9.9,29,230
JEEP,Wrangler JL 4X4,SUV - SMALL,2,4,A8,X,10.5,9.4,10,28,233
JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,A8,X,12.8,10.4,11.8,24,274
JEEP,Wrangler JL 4X4,SUV - SMALL,3.6,6,M6,X,13.7,9.6,11.8,24,277
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,2,4,A8,X,10.9,10,10.5,27,245
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,A8,X,12.9,10.2,11.7,24,275
JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,M6,X,13.8,10.1,12.2,23,285
KIA,Cadenza,FULL-SIZE,3.3,6,AS8,X,11.6,8.5,10.2,28,238
KIA,Forte,MID-SIZE,2,4,AV,X,7.7,5.9,6.9,41,164
KIA,Forte,MID-SIZE,2,4,M6,X,8.6,6.4,7.6,37,180
KIA,Niro,STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,4.8,59,114
KIA,Niro FE,STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,4.7,60,110
KIA,Niro Touring,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,52,129
KIA,Optima,FULL-SIZE,2,4,AS6,X,11.2,7.9,9.7,29,230
KIA,Optima,FULL-SIZE,2.4,4,AS6,X,9.5,7.1,8.4,34,199
KIA,Optima Hybrid,MID-SIZE,2,4,AM6,X,6.1,5.2,5.7,50,133
KIA,Rio,COMPACT,1.6,4,AS6,X,8.5,6.4,7.5,38,177
KIA,Rio,COMPACT,1.6,4,M6,X,8.3,6.4,7.5,38,175
KIA,Sedona,MINIVAN,3.3,6,AS8,X,12.7,10,11.5,25,272
KIA,Sorento,SUV - SMALL,2.4,4,AS6,X,10.7,8.2,9.6,29,225
KIA,Sorento AWD,SUV - SMALL,2.4,4,AS6,X,11.2,9,10.2,28,242
KIA,Sorento AWD,SUV - SMALL,3.3,6,AS8,X,12.5,9.7,11.2,25,265
KIA,Soul,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199
KIA,Soul,STATION WAGON - SMALL,1.6,4,AS6,X,9,7.6,8.4,34,198
KIA,Soul,STATION WAGON - SMALL,2,4,AS6,X,9.5,7.8,8.7,32,206
KIA,Sportage,SUV - SMALL,2.4,4,AS6,X,10.3,7.8,9.2,31,218
KIA,Sportage AWD,SUV - SMALL,2,4,AS6,X,11.9,10.2,11.1,25,263
KIA,Sportage AWD,SUV - SMALL,2.4,4,AS6,X,11.3,9.5,10.5,27,247
KIA,Stinger AWD,MID-SIZE,2,4,AS8,Z,11.1,8.1,9.7,29,229
KIA,Stinger AWD,MID-SIZE,3.3,6,AS8,Z,13.6,9.6,11.8,24,279
LAMBORGHINI,Aventador Coupe,TWO-SEATER,6.5,12,AM7,Z,26.3,15.6,21.5,13,487
LAMBORGHINI,Aventador Roadster,TWO-SEATER,6.5,12,AM7,Z,26.6,15.8,21.7,13,493
LAMBORGHINI,Huracan Coupe,TWO-SEATER,5.2,10,AM7,Z,18.1,13.2,15.9,18,366
LAMBORGHINI,Huracan Coupe AWD,TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370
LAMBORGHINI,Huracan Spyder,TWO-SEATER,5.2,10,AM7,Z,18.1,13.2,15.9,18,366
LAMBORGHINI,Huracan Spyder AWD,TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370
LAMBORGHINI,Huracan Performante Coupe,TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370
LAMBORGHINI,Huracan Performante Spyder,TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370
LAMBORGHINI,Urus,SUV - STANDARD,4,8,AS8,Z,19.2,14.1,16.9,17,384
LAND ROVER,Discovery,SUV - STANDARD,3,6,AS8,Z,14.8,11.4,13.3,21,311
LAND ROVER,Discovery TD6 Diesel,SUV - STANDARD,3,6,AS8,D,11.3,9.2,10.4,27,279
LAND ROVER,Discovery Sport,SUV - SMALL,2,4,AS9,Z,11.4,9.3,10.5,27,246
LAND ROVER,Range Rover 3.0,SUV - STANDARD,3,6,AS8,Z,14.1,10.3,12.4,23,291
LAND ROVER,Range Rover TD6 Diesel,SUV - STANDARD,3,6,AS8,D,10.7,8.3,9.6,29,256
LAND ROVER,Range Rover 5.0 Supercharged,SUV - STANDARD,5,8,AS8,Z,14.4,11.3,13,22,305
LAND ROVER,Range Rover SVAutobiography LWB,SUV - STANDARD,5,8,AS8,Z,17.9,12.7,15.5,18,365
LAND ROVER,Range Rover Sport 3.0,SUV - STANDARD,3,6,AS8,Z,14.1,10.3,12.4,23,291
LAND ROVER,Range Rover Sport TD6 Diesel,SUV - STANDARD,3,6,AS8,D,10.7,8.3,9.6,29,256
LAND ROVER,Range Rover Sport Supercharged,SUV - STANDARD,5,8,AS8,Z,14.1,10.7,12.6,22,294
LAND ROVER,Range Rover Evoque,SUV - SMALL,2,4,AS9,Z,10.9,8,9.6,29,225
LAND ROVER,Range Rover Evoque Convertible,SUV - SMALL,2,4,AS9,Z,11.2,8.2,9.8,29,231
LAND ROVER,Range Rover Velar D180,SUV - SMALL,2,4,AS8,D,9.2,7.8,8.5,33,229
LAND ROVER,Range Rover Velar P300,SUV - SMALL,2,4,AS8,Z,11.7,9.2,10.6,27,248
LAND ROVER,Range Rover Velar P380,SUV - SMALL,3,6,AS8,Z,13,10,11.6,24,273
LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.5,5.2,5.3,53,124
LEXUS,ES 350,MID-SIZE,3.5,6,AS8,X,10.6,7.2,9.1,31,211
LEXUS,ES 350 F SPORT,MID-SIZE,3.5,6,AS8,X,10.9,7.5,9.4,30,219
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
LEXUS,GS F,COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16,12.9,14.6,19,341
LEXUS,IS 300,COMPACT,2,4,AS8,Z,11,7.6,9.5,30,220
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
LEXUS,LC 500,SUBCOMPACT,5,8,AS10,Z,15.1,9.5,12.6,22,294
LEXUS,LC 500h,SUBCOMPACT,3.5,6,AV10,Z,9,7.1,8.1,35,189
LEXUS,LS 500 AWD,MID-SIZE,3.4,6,AS10,Z,13.1,8.7,11.1,25,261
LEXUS,LS 500h AWD,MID-SIZE,3.5,6,AV10,Z,10.3,7.7,9.1,31,214
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,12.8,15.8,18,371
LEXUS,NX 300 AWD,SUV - SMALL,2,4,AS6,Z,10.7,8.5,9.7,29,226
LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2,4,AS6,Z,10.8,8.9,9.9,29,232
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,7.2,7.9,7.5,38,176
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,25,262
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,13.1,9.8,11.2,25,262
LEXUS,RC F,SUBCOMPACT,5,8,AS8,Z,15.2,9.5,12.6,22,289
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.2,9,10.8,26,252
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,AS8,X,13.1,9.4,11.1,25,268
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,36,185
LEXUS,RX 450h L AWD,SUV - STANDARD,3.5,6,AV6,Z,8.1,8.4,8.1,35,190
LEXUS,UX 200,MID-SIZE,2,4,AS10,X,8,6.3,7.2,39,168
LEXUS,UX 250h,COMPACT,2,4,AV6,X,5.5,5.7,5.6,50,130
LEXUS,UX 250h AWD,COMPACT,2,4,AV6,X,5.7,6.2,6,47,140
LINCOLN,Continental AWD,FULL-SIZE,2.7,6,AS6,X,14,9.4,12,24,281
LINCOLN,Continental AWD,FULL-SIZE,3,6,AS6,X,14.5,9.8,12.3,23,289
LINCOLN,Continental AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
LINCOLN,MKC AWD,SUV - SMALL,2,4,AS6,X,12.3,9.3,11,26,257
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2,4,AS6,X,12.2,9.3,10.9,26,256
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,X,13.1,9.5,11.5,25,270
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322
LINCOLN,MKT Livery AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.3,12.7,22,297
LINCOLN,MKZ AWD,MID-SIZE,2,4,AS6,X,12.1,8.4,10.4,27,245
LINCOLN,MKZ AWD,MID-SIZE,3,6,AS6,X,14,9.2,11.8,24,278
LINCOLN,MKZ Hybrid,MID-SIZE,2,4,AV,X,5.7,6.2,5.9,48,139
LINCOLN,Nautilus,SUV - SMALL,2,4,AS8,X,12,9.6,10.7,26,250
LINCOLN,Nautilus,SUV - SMALL,2.7,6,AS8,X,12.6,9.2,11,26,259
LINCOLN,Navigator 4X4,SUV - STANDARD,3.5,6,AS10,X,15,11.4,13.4,21,314
MASERATI,Ghibli,MID-SIZE,3,6,AS8,Z,14.1,9.8,12.2,23,286
MASERATI,Ghibli S,MID-SIZE,3,6,AS8,Z,14.7,9.9,12.6,22,295
MASERATI,Ghibli SQ4,MID-SIZE,3,6,AS8,Z,14.7,9.9,12.6,22,295
MASERATI,GranTurismo Convertible,SUBCOMPACT,4.7,8,AS6,Z,17.8,11.6,15,19,354
MASERATI,Levante,SUV - STANDARD,3,6,AS8,Z,15.9,11.1,13.7,21,324
MASERATI,Levante S,SUV - STANDARD,3,6,AS8,Z,16.1,11.4,14,20,330
MASERATI,Levante GTS,SUV - STANDARD,3.8,8,AS8,Z,17.9,12.9,15.3,18,360
MASERATI,Levante Trofeo,SUV - STANDARD,3.8,8,AS8,Z,17.9,12.9,15.3,18,360
MASERATI,Quattroporte S,FULL-SIZE,3,6,AS8,Z,15.1,10.3,12.8,22,299
MASERATI,Quattroporte SQ4,FULL-SIZE,3,6,AS8,Z,15,10.3,12.8,22,301
MASERATI,Quattroporte GTS,FULL-SIZE,3.8,8,AS8,Z,16,10.8,13.7,21,321
MAZDA,CX-3,COMPACT,2,4,AS6,X,8.3,6.9,7.7,37,179
MAZDA,CX-3,COMPACT,2,4,M6,X,8.8,7,8,35,186
MAZDA,CX-3 4WD,COMPACT,2,4,AS6,X,8.6,7.4,8.1,35,189
MAZDA,CX-5,SUV - SMALL,2,4,M6,X,9.7,7.7,8.8,32,206
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.7,7.8,8.8,32,206
MAZDA,CX-5 (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.3,7.6,8.5,33,201
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,10.2,8.2,9.3,30,217
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.8,7.9,9,31,208
MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4,AS6,X,10.8,8.7,9.8,29,230
MAZDA,CX-5 Diesel 4WD,SUV - SMALL,2.2,4,AS6,D,8.9,7.9,8.4,34,227
MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,29,225
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,11.6,9.1,10.5,27,244
MAZDA,Mazda3 4-Door,COMPACT,2,4,AS6,X,8.4,6.6,7.6,37,178
MAZDA,Mazda3 4-Door (SIL),COMPACT,2,4,M6,X,8.7,6.4,7.7,37,180
MAZDA,Mazda3 4-Door,COMPACT,2.5,4,AS6,X,8.8,6.4,7.7,37,181
MAZDA,Mazda3 4-Door (Cylinder Deactivation),COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,36,183
MAZDA,Mazda3 4-Door 4WD,COMPACT,2.5,4,AS6,X,9.2,7,8.2,34,192
MAZDA,Mazda3 5-Door,MID-SIZE,2,4,AS6,X,8.6,6.7,7.7,37,181
MAZDA,Mazda3 5-Door (SIL),MID-SIZE,2,4,M6,X,8.7,6.6,7.8,36,181
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,AS6,X,9,6.8,8,35,187
MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,35,189
MAZDA,Mazda3 5-Door 4WD,MID-SIZE,2.5,4,AS6,X,9.8,7.4,8.7,32,204
MAZDA,Mazda6,MID-SIZE,2.5,4,AS6,X,9.1,6.7,8,35,187
MAZDA,Mazda6 Turbo,MID-SIZE,2.5,4,AS6,X,10,7.5,8.9,32,208
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,9,6.6,7.9,36,186
MAZDA,MX-5 (SIL),TWO-SEATER,2,4,M6,Z,9,7,8.1,35,189
MERCEDES-BENZ,A 220,SUBCOMPACT,2,4,AM7,Z,9.7,6.8,8.4,34,195
MERCEDES-BENZ,A 220 4MATIC,SUBCOMPACT,2,4,AM7,Z,9.6,7.1,8.5,33,199
MERCEDES-BENZ,A 250,STATION WAGON - SMALL,2,4,AM7,Z,9.4,6.8,8.3,34,192
MERCEDES-BENZ,A 250 4MATIC,STATION WAGON - SMALL,2,4,AM7,Z,9.9,7,8.6,33,201
MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3,6,A9,Z,12.4,8.7,10.7,26,253
MERCEDES-BENZ,AMG C 43 4MATIC Cabriolet,SUBCOMPACT,3,6,A9,Z,12.7,9.2,11.2,25,263
MERCEDES-BENZ,AMG C 43 4MATIC Coupe,SUBCOMPACT,3,6,A9,Z,12.9,8.8,11.1,25,255
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,STATION WAGON - SMALL,3,6,A9,Z,12.4,8.9,10.8,26,255
MERCEDES-BENZ,AMG C 63,COMPACT,4,8,A9,Z,13.2,8.7,11.2,25,263
MERCEDES-BENZ,AMG C 63 S,COMPACT,4,8,A9,Z,13.2,8.7,11.2,25,263
MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,4,8,A9,Z,13.9,9.7,12,24,282
MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4,8,A9,Z,13.9,9.2,11.8,24,277
MERCEDES-BENZ,AMG CLA 45 4MATIC,MINICOMPACT,2,4,AM7,Z,10.3,7.9,9.2,31,217
MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3,6,A9,Z,12.4,8.7,10.7,26,235
MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3,6,A9,Z,11.2,8.3,9.9,29,232
MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,SUBCOMPACT,3,6,A9,Z,12.5,9,10.9,26,245
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,3,6,A9,Z,12.3,8.5,10.6,27,237
MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,STATION WAGON - MID-SIZE,3,6,A9,Z,11.5,8.6,10.2,28,239
MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4,8,A9,Z,16,10.5,13.5,21,318
MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,STATION WAGON - MID-SIZE,4,8,A9,Z,14.6,10.4,12.7,22,299
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,4,8,A9,Z,18.1,15.6,17,17,396
MERCEDES-BENZ,AMG GLA 45 4MATIC,STATION WAGON - MID-SIZE,2,4,AM7,Z,10.7,8.3,9.6,29,225
MERCEDES-BENZ,AMG GLC 43 4MATIC,SUV - SMALL,3,6,A9,Z,12.5,9.6,11.2,25,262
MERCEDES-BENZ,AMG GLC 43 4MATIC Coupe,SUV - SMALL,3,6,A9,Z,12.6,9.7,11.3,25,265
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV - SMALL,4,8,A9,Z,15,10.9,13.2,21,309
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV - SMALL,4,8,A9,Z,15,10.9,13.2,21,309
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3,6,A9,Z,14,10.6,12.4,23,292
MERCEDES-BENZ,AMG GLE 43 4MATIC Coupe,SUV - STANDARD,3,6,A9,Z,14.1,10.9,12.6,22,297
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,4.7,8,A7,Z,17.7,13.4,15.8,18,370
MERCEDES-BENZ,AMG GLE 63 S 4MATIC Coupe,SUV - STANDARD,4.7,8,A7,Z,17.2,12.8,15.2,19,357
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,4.7,8,A7,Z,17.8,13.2,15.7,18,370
MERCEDES-BENZ,AMG GT 53 4MATIC+ Coupe,COMPACT,3,6,A9,Z,12.4,9.8,11.2,25,264
MERCEDES-BENZ,AMG GT 63 4MATIC+ Coupe,COMPACT,4,8,A9,Z,15.5,11.5,13.7,21,323
MERCEDES-BENZ,AMG GT 63 S 4MATIC+ Coupe,COMPACT,4,8,A9,Z,15.6,11.5,13.7,21,324
MERCEDES-BENZ,AMG GT C Coupe,TWO-SEATER,4,8,AM7,Z,15.3,11.4,13.5,21,315
MERCEDES-BENZ,AMG GT C Roadster,TWO-SEATER,4,8,AM7,Z,15.2,11.4,13.5,21,315
MERCEDES-BENZ,AMG GT R Coupe,TWO-SEATER,4,8,AM7,Z,15.9,11.8,14,20,327
MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4,8,A9,Z,14.1,8.9,11.8,24,275
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,SUBCOMPACT,4,8,A9,Z,15.8,9.8,13.1,22,306
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,4,8,A9,Z,14,8.7,11.6,24,271
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6,12,A7,Z,18.6,10.9,15.1,19,356
MERCEDES-BENZ,AMG S 65 Cabriolet,SUBCOMPACT,6,12,A9,Z,17.1,11,14.3,20,337
MERCEDES-BENZ,AMG S 65 Coupe,COMPACT,6,12,A9,Z,17.6,11,14.6,19,343
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,A7,Z,15.3,10.2,13,22,303
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3,6,A9,Z,11.8,8.2,10.2,28,238
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2,4,AM7,Z,9.8,6.8,8.4,34,196
MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2,4,AM7,Z,10.3,7.8,9.1,31,215
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,A9,Z,11,7.3,9.4,30,219
MERCEDES-BENZ,C 300 4MATIC Cabriolet,SUBCOMPACT,2,4,A9,Z,11.3,8.1,9.9,29,231
MERCEDES-BENZ,C 300 4MATIC Coupe,SUBCOMPACT,2,4,A9,Z,10.9,7.7,9.5,30,221
MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2,4,A9,Z,10.9,7.7,9.5,30,221
MERCEDES-BENZ,CLA 250,MINICOMPACT,2,4,AM7,Z,9.6,6.6,8.2,34,193
MERCEDES-BENZ,CLA 250 4MATIC,MINICOMPACT,2,4,AM7,Z,9.9,7.3,8.7,32,204
MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3,6,A9,Z,11.3,7.9,9.8,29,213
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2,4,A9,Z,11,8.1,9.7,29,228
MERCEDES-BENZ,E 450 4MATIC,MID-SIZE,3,6,A9,Z,11.8,8.5,10.3,27,244
MERCEDES-BENZ,E 450 4MATIC Cabriolet,SUBCOMPACT,3,6,A9,Z,12.7,10.1,11.6,24,271
MERCEDES-BENZ,E 450 4MATIC Coupe,SUBCOMPACT,3,6,A9,Z,12.5,9.1,11,26,257
MERCEDES-BENZ,E 450 4MATIC Wagon,STATION WAGON - MID-SIZE,3,6,A9,Z,12.3,8.9,10.8,26,254
MERCEDES-BENZ,G 550,SUV - STANDARD,4,8,A9,Z,18,14.1,16.3,17,378
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2,4,AM7,Z,10.1,7.6,9,31,209
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2,4,A9,Z,11,8.7,10,28,234
MERCEDES-BENZ,GLC 300 4MATIC Coupe,SUV - SMALL,2,4,A9,Z,10.8,9,10,28,234
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3,6,A9,Z,13.5,10.3,12.1,23,282
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3,6,A9,Z,14.9,11.2,13.2,21,312
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,17.2,12.6,15.1,19,355
MERCEDES-BENZ,Maybach S 560 4MATIC,FULL-SIZE,4,8,A9,Z,14.4,9.5,12.2,23,286
MERCEDES-BENZ,Maybach S 650,FULL-SIZE,6,12,A7,Z,18.4,11.1,15.1,19,355
MERCEDES-BENZ,Metris Cargo,SPECIAL PURPOSE VEHICLE,2,4,A7,Z,11.5,9.8,10.7,26,251
MERCEDES-BENZ,Metris Cargo LWB,SPECIAL PURPOSE VEHICLE,2,4,A7,Z,11.3,9.6,10.5,27,248
MERCEDES-BENZ,Metris Passenger,SPECIAL PURPOSE VEHICLE,2,4,A7,Z,12.3,10.3,11.4,25,268
MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3,6,A9,Z,12.8,8.5,10.8,26,253
MERCEDES-BENZ,S 560 Cabriolet,SUBCOMPACT,4,8,A9,Z,13.8,9.2,11.7,24,275
MERCEDES-BENZ,S 560 4MATIC,FULL-SIZE,4,8,A9,Z,13.5,8.6,11.3,25,265
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4,8,A9,Z,13.5,8.6,11.3,25,265
